Customer_ID,First_Name,Last_Name,Email,Phone,DOB,Gender,Address,City,ST,Zip_Code,Member_Since,Newsletter_Subscription,Feedback_Provided,Communication_Preferences,Data_Sharing_Consent
CUST1507,Michael,Nelson,peterknight@example.com,+1-332-932-7666x12589,1976-02-03,Female,4427 Brent Pass Suite 892,East Jeffreytown,MN,56622,2022-07-13,False,True,None,True
CUST1508,Katherine,Johnson,edunn@example.net,3795520623,1976-11-24,Prefer not to say,6214 Bruce Cliff Suite 735,East Taramouth,MN,56017,2020-08-06,True,False,SMS,True
CUST1509,Julie,Rivas,charles26@example.com,001-813-246-6719x97882,1994-05-03,Prefer not to say,284 Suarez Walks Suite 394,West Kimberly,MN,56718,2023-07-16,True,True,SMS,False
CUST1510,Ryan,Christian,tony38@example.org,(717)376-2769,2000-12-08,Prefer not to say,9926 Calvin Lodge Apt. 194,Bakerport,MN,56449,2023-10-28,True,False,None,True
CUST1511,April,Garza,waynegonzalez@example.org,7003519698,1969-06-24,Prefer not to say,916 Jasmine Drive,West Robertview,MN,55512,2023-11-06,False,False,SMS,True
CUST1512,Melinda,Spears,griffinjason@example.net,(355)587-8027x03194,1968-03-01,Prefer not to say,532 Turner Fords Apt. 736,Lake Ryanview,MN,55866,2020-09-22,True,True,Email,False
CUST1513,Michael,Sanchez,bonniegriffin@example.org,970-373-1535,2001-01-18,Prefer not to say,539 Larson Drive Suite 162,East Marilynville,MN,55155,2020-05-27,True,True,None,True
CUST1514,Jessica,Castro,tyler51@example.org,001-411-658-4690x7890,1993-09-30,Female,7464 Wallace Pines,Potterport,MN,56248,2024-05-21,False,False,Email,True
CUST1515,Stephen,Cook,thomasrobert@example.org,001-250-255-1919x38355,1993-07-31,Prefer not to say,2429 Schneider Lodge Suite 980,Simmonsfort,MN,56727,2022-12-11,True,True,SMS,False
CUST1516,Jennifer,Clark,jessica36@example.net,+1-786-517-0637x41545,1955-01-06,Male,5051 Ramirez Crescent Suite 058,North Laurabury,MN,55285,2024-01-22,True,False,SMS,True
CUST1517,Michael,Casey,tylerlisa@example.org,001-536-680-3754x7940,1956-12-29,Female,933 Stokes Passage Suite 154,Port Alexis,MN,55571,2023-01-31,True,True,Email,True
CUST1518,Brian,Fuller,dgonzales@example.org,5613641472,2005-06-12,Female,63139 Crystal Path Apt. 540,Smithfurt,MN,56185,2020-02-15,True,True,SMS,True
CUST1519,Travis,Campbell,dennis18@example.com,(915)777-8377,1978-03-08,Female,41464 Brian Views Suite 341,South Angela,MN,56412,2022-07-11,False,True,Email,True
CUST1520,James,Miller,pamela21@example.com,(473)276-1346,1966-08-10,Female,625 Cain Way,South Ashley,MN,55550,2020-05-13,True,False,Email,True
CUST1521,Ryan,Greer,sheltonleslie@example.net,+1-797-204-7607x4681,2000-08-12,Female,2938 Samantha Rest Suite 134,New Mercedes,MN,56283,2022-11-30,True,False,Email,False
CUST1522,Emily,Brown,hughesalexander@example.net,830.204.9317,1988-01-30,Male,1967 Harvey Rapids Apt. 768,Lake Laura,MN,56717,2023-03-16,True,True,Email,True
CUST1523,Crystal,Robinson,srice@example.org,9707941577,1970-12-19,Other,3099 Megan Mills,Lake Michaelbury,MN,55460,2023-08-28,True,False,Email,True
CUST1524,Patricia,Davis,jacksondenise@example.com,(359)967-2595x0129,1958-11-08,Female,803 Jack Drive Apt. 711,South Tinaview,MN,56579,2023-02-13,True,True,Email,True
CUST1525,Whitney,Griffith,brian44@example.net,694.421.0174x55622,2000-01-12,Prefer not to say,736 Wilson Locks Suite 413,Mooreville,MN,55463,2023-12-26,True,False,Email,True
CUST1526,Melissa,Rice,frederickschroeder@example.org,+1-349-233-7614x1102,1966-01-04,Female,0750 Melanie Fort,Port Ian,MN,56743,2020-12-14,True,True,SMS,True
CUST1527,Michelle,Young,wthomas@example.net,+1-686-296-7167x73878,1966-07-20,Other,030 Whitney Mission Apt. 451,Smithport,MN,55629,2019-09-11,True,False,Email,True
CUST1528,Gina,Allen,kathleenbrown@example.net,292.944.9790,1956-12-01,Female,02449 James Landing,North Philipside,MN,55629,2021-09-11,True,True,Email,True
CUST1529,Amy,Macdonald,guykeller@example.org,607-233-7415x38909,1996-12-29,Male,116 Christopher Square,Port Helenberg,MN,56056,2021-10-10,False,False,SMS,False
CUST1530,Lisa,Stanley,emily20@example.net,(763)651-5112,1974-08-17,Male,2599 Monroe Neck,South Alejandramouth,MN,56141,2023-05-23,True,True,SMS,True
CUST1531,Jasmine,Russell,hillamber@example.net,(203)841-1155x458,2004-03-27,Prefer not to say,875 Smith Mall,West Davidport,MN,55176,2020-05-22,True,True,Email,True
CUST1532,Stephen,Stone,michael86@example.com,(991)857-6718,1969-01-02,Female,0191 Renee Valley Suite 401,Lake Carlosside,MN,56226,2020-09-26,False,False,SMS,True
CUST1533,Michael,Bush,pameladavidson@example.net,481.930.2491x3117,2000-02-09,Prefer not to say,77047 Gloria Loaf Suite 104,New Jerry,MN,55983,2022-04-15,False,False,Email,True
CUST1534,Thomas,Erickson,lisamorton@example.com,+1-639-493-5357x847,1986-02-17,Female,98697 Garcia Mountains Suite 711,Heathertown,MN,55201,2019-07-21,False,True,SMS,True
CUST1535,Patricia,Mercado,hburgess@example.net,(795)710-3599,1978-10-26,Male,825 Brandon Shore,Gregorybury,MN,55051,2024-01-13,True,False,None,False
CUST1536,Jake,Vazquez,woodryan@example.org,+1-849-221-6811x55451,1991-05-15,Female,62189 Ho Divide,East Justinfort,MN,55737,2023-04-08,True,True,Email,False
CUST1537,Michael,Rodriguez,rewing@example.net,(533)324-6931,1968-12-30,Male,7103 Miles Bridge,North Yvettestad,MN,56442,2022-10-15,True,False,Email,True
CUST1538,Trevor,Fischer,sancheztaylor@example.net,715.250.9506,1955-11-22,Prefer not to say,755 Coleman Alley,Port Andrewview,MN,55949,2020-11-08,True,False,Email,True
CUST1539,Dominique,Thompson,frice@example.com,292.597.7810,1977-05-30,Other,1948 William Springs,Perryton,MN,56001,2023-09-03,True,False,None,True
CUST1540,Matthew,Collins,rodriguezcharles@example.net,662.437.8975x144,1962-08-03,Other,9901 Elizabeth Plaza,Lake Michaelstad,MN,56035,2023-07-18,True,True,None,True
CUST1541,Brad,Brooks,lauren10@example.com,7803369008,1990-07-03,Female,8113 Caleb Islands,South Dannyside,MN,56365,2023-08-08,True,True,SMS,True
CUST1542,Susan,Brooks,jmoore@example.net,+1-205-703-4344,1979-06-29,Prefer not to say,4705 Meyer Center,Pottshaven,MN,55294,2024-05-05,True,False,SMS,True
CUST1543,John,Wiggins,ahamilton@example.com,(903)759-2924x140,1977-10-24,Female,0656 Leach Shoals Apt. 583,Williamberg,MN,56392,2023-06-22,False,True,Email,True
CUST1544,David,Murphy,gregorythomas@example.net,835-692-9916,1975-10-10,Male,0582 Clark River,West Robert,MN,56752,2024-02-16,True,True,None,True
CUST1545,Robert,Jordan,amber03@example.net,(744)728-2268x3036,1971-05-13,Male,079 Cohen Meadow,Allenmouth,MN,55230,2019-07-30,True,True,None,False
CUST1546,Ryan,Jones,johnsonwhitney@example.net,540.426.6590x6222,1974-04-17,Other,400 Zachary Loop,New Erinfort,MN,56759,2023-04-01,False,False,Email,True
CUST1547,Denise,Lewis,pmartin@example.org,8927033360,1967-09-23,Female,0768 Nancy Isle Apt. 607,Joannaview,MN,55503,2022-04-23,True,False,SMS,True
CUST1548,Christopher,Davis,benjaminmunoz@example.org,001-802-767-5530x9011,1986-04-13,Prefer not to say,04123 Preston Crest,West Kimberlymouth,MN,55034,2020-08-19,False,True,SMS,True
CUST1549,Carol,Schmidt,michaelmonroe@example.org,(706)326-1197x110,1979-01-15,Prefer not to say,1830 Thomas Shoal,New Blakefort,MN,55900,2019-07-25,True,False,Email,True
CUST1550,Brittany,Terry,garrettwagner@example.org,921-699-0501,1977-11-17,Female,173 Kathy Fords Suite 369,Smithton,MN,55021,2021-08-01,True,False,SMS,True
CUST1551,Alex,Stone,brandonsawyer@example.com,713.591.2780x0811,1956-09-15,Male,4535 Amanda Corner Suite 265,Elizabethmouth,MN,56522,2020-03-22,True,False,SMS,False
CUST1552,Samantha,Nielsen,nunezjason@example.com,616-729-1528,1989-03-15,Female,987 Angela Inlet Suite 090,North Jodiport,MN,55930,2022-05-03,True,True,None,True
CUST1553,David,Jarvis,keithjones@example.net,001-957-551-9700x52017,1975-10-06,Male,993 Tyler Canyon Apt. 343,New Tracifort,MN,55206,2020-05-16,True,True,Email,False
CUST1554,Margaret,Clarke,kristen96@example.org,+1-962-554-7754x5996,2002-08-10,Male,0037 Jason Extension Apt. 363,Danielfort,MN,56629,2020-10-15,True,True,SMS,True
CUST1555,Kimberly,Taylor,laura31@example.com,657-658-8040x0885,1972-02-04,Female,238 Stephanie Cape,Lake Stevetown,MN,55379,2020-05-01,True,True,SMS,True
CUST1556,Phillip,Lee,zsalinas@example.net,001-328-486-5007,1987-04-13,Female,2396 Compton Keys Suite 643,Lawrenceland,MN,55807,2023-04-04,True,False,Email,True
CUST1557,April,Rodriguez,simmonsjames@example.net,+1-798-430-9644x81441,1953-12-22,Prefer not to say,1716 Hernandez Run Suite 589,Jamesfurt,MN,56212,2020-02-11,True,True,Email,True
CUST1558,Mary,Houston,sjones@example.com,001-695-897-1546x75715,1995-07-07,Male,0952 Andrew Rapid,Christianville,MN,56360,2020-07-10,False,True,Email,True
CUST1559,Ricardo,Foster,uholland@example.net,(344)379-4386x3283,1983-04-20,Prefer not to say,64080 Miller Corners,North Todd,MN,55289,2019-07-02,False,False,Email,True
CUST1560,Arthur,Odonnell,douglas60@example.org,(810)999-9784,1968-03-22,Female,208 Marcus Fields Apt. 199,New Christinaton,MN,56408,2021-08-26,True,False,Email,True
CUST1561,Natalie,Garcia,anthony21@example.net,(334)486-9253,1976-08-24,Male,344 Anthony Ports,Adammouth,MN,55270,2023-07-15,True,True,Email,True
CUST1562,Dawn,Lopez,katelynchoi@example.com,893.426.5080,1956-03-21,Female,57523 Gonzales Villages,Johnsontown,MN,55695,2024-06-02,True,True,Email,True
CUST1563,Amber,Wallace,andersonrachel@example.org,+1-309-330-1438,1967-01-24,Female,88477 Stacy Extensions,Rodriguezhaven,MN,55663,2022-01-08,True,False,SMS,True
CUST1564,Mark,Williams,kristinavelez@example.com,001-863-627-4569x2079,2000-01-20,Male,108 Elizabeth Center,Mitchellview,MN,56188,2022-03-24,True,True,Email,True
CUST1565,Tina,Taylor,jason88@example.net,+1-975-924-4885x598,1998-03-09,Other,734 Dunn Lights Apt. 769,Drakehaven,MN,55276,2021-04-27,True,False,None,True
CUST1566,Lisa,Mclean,teresa82@example.org,(440)400-7883,1975-02-16,Male,9173 Julia Plains Suite 707,Elizabethshire,MN,55601,2024-03-12,True,True,None,True
CUST1567,Megan,Bonilla,nblack@example.net,(367)868-2623,1959-05-07,Female,59746 Mary Cape,Armstrongbury,MN,55097,2020-06-25,True,True,Email,True
CUST1568,Troy,Walker,justinperry@example.net,+1-814-874-2336,1999-05-31,Prefer not to say,7577 Jose Skyway Suite 247,Christinafort,MN,56419,2020-12-17,False,True,Email,True
CUST1569,Jason,Chan,brad64@example.org,+1-711-847-4334,1999-01-12,Other,852 Trevino Plains Apt. 696,Conwayview,MN,56479,2023-10-15,False,True,SMS,True
CUST1570,Walter,Pacheco,markgonzales@example.com,+1-665-654-9843x8028,1959-10-25,Female,2619 Shaffer Unions,East Lydiaton,MN,55906,2022-08-28,True,True,None,True
CUST1571,Brittany,Ballard,michael58@example.org,412-676-6723x575,1976-11-19,Prefer not to say,647 Mark Row,Evansburgh,MN,56268,2023-04-02,True,False,None,True
CUST1572,Felicia,Johnson,lharris@example.com,(261)829-8664,1957-05-26,Female,707 Sharon Ridge Apt. 984,Williamsmouth,MN,56255,2020-10-23,True,False,Email,True
CUST1573,Bradley,Smith,canderson@example.net,+1-494-612-9694,2006-02-15,Prefer not to say,954 Anita Camp Suite 756,Port Timothychester,MN,56085,2023-07-12,True,False,Email,True
CUST1574,Thomas,Sanchez,michellegrant@example.org,+1-419-234-0574x989,2001-12-15,Male,306 Moses Oval,Mcdanielfort,MN,55572,2023-09-01,True,False,None,True
CUST1575,Tammy,Chapman,zgreene@example.com,885-552-5090,1986-01-15,Other,26458 Cuevas Knolls,Patriciafort,MN,55351,2020-09-16,True,True,None,True
CUST1576,Elizabeth,Hayes,lawrence69@example.net,+1-216-231-4086x900,1970-08-14,Female,24671 Garrett Corners Apt. 241,South Erika,MN,55654,2024-02-09,True,False,None,True
CUST1577,Amy,Berger,howardkimberly@example.org,722.948.1988x93550,1999-02-03,Prefer not to say,6583 Thomas Gateway,Lake Aaronfurt,MN,56143,2023-01-02,True,False,SMS,True
CUST1578,Janet,Mcclure,zsosa@example.com,360-858-9659,1977-10-15,Male,8362 Santiago Mountain Apt. 042,West Frankfort,MN,55299,2019-09-22,True,False,SMS,True
CUST1579,Amy,Walters,weavermichele@example.com,001-524-208-7325,1961-11-03,Male,426 Little Bridge Suite 753,Turnerville,MN,56213,2023-11-14,True,True,SMS,True
CUST1580,Alyssa,White,myoung@example.net,364-959-4186x4169,1954-06-13,Female,2071 Martinez Glens Apt. 916,West Maryview,MN,55289,2021-10-28,True,False,Email,True
CUST1581,Danielle,Terrell,tony38@example.com,001-700-528-0733,1981-11-03,Female,96914 Dunlap Mountains Apt. 077,Thomasstad,MN,56303,2022-02-11,True,False,Email,False
CUST1582,Andrew,Evans,wmoore@example.org,750-338-4262x88599,1993-01-23,Other,56193 Nicholas Vista Suite 670,Collinsstad,MN,55983,2022-07-05,True,True,Email,True
CUST1583,Theresa,Noble,karencruz@example.org,(466)262-9595x83604,1991-09-14,Male,135 Cooper Junction,Craigberg,MN,55687,2021-06-03,False,True,SMS,False
CUST1584,Sean,Allen,warrenalexandria@example.net,249.216.8045,1972-10-28,Female,67367 Mejia Tunnel Apt. 062,Port Jessicahaven,MN,56049,2019-12-22,False,True,Email,False
CUST1585,Renee,White,crystal18@example.org,001-822-433-6448x128,1989-01-13,Prefer not to say,365 Lyons Cove,East Patrickmouth,MN,55579,2021-03-02,True,False,None,True
CUST1586,Janet,Martin,nfields@example.net,702.611.9472x8096,1966-07-30,Female,071 Hoover Pike Apt. 041,Victoriaport,MN,55168,2023-03-02,False,False,None,True
CUST1587,Donald,Owens,gregoryyoung@example.org,(894)642-6114x40541,1995-11-08,Male,2365 Sarah Burg,New John,MN,56189,2021-05-22,False,True,None,True
CUST1588,Lori,Bullock,aliciaharris@example.com,001-722-616-8900x166,1965-10-05,Male,0981 Jacob Valley Apt. 816,North Ryan,MN,56306,2019-08-26,False,False,Email,True
CUST1589,Margaret,Contreras,wrodgers@example.com,001-301-806-0806x83079,2004-10-10,Other,12021 Johnson Union,New Lanceton,MN,55568,2021-12-20,True,False,Email,False
CUST1590,John,Smith,grahamtiffany@example.com,739.685.2973x82050,1963-02-14,Male,19395 Vega Lodge Suite 485,Lake Jessicaview,MN,55232,2019-08-07,False,True,Email,True
CUST1591,Martin,Bond,kempjoann@example.net,(574)753-0749x42700,1966-12-22,Male,6882 Clark Dam Apt. 932,New Bethchester,MN,56698,2019-07-28,True,False,Email,True
CUST1592,Jacob,Clayton,tony93@example.net,778-655-3680,1954-06-10,Prefer not to say,055 Teresa Mall,South Makayla,MN,55412,2020-09-20,False,False,None,False
CUST1593,Megan,Shaffer,teresa00@example.org,666-917-1530,1973-09-26,Male,43806 Washington Orchard Apt. 300,Port Michael,MN,55071,2020-06-03,True,False,SMS,True
CUST1594,Jacob,Conrad,jgomez@example.org,+1-655-323-8478x1318,1980-01-09,Other,31474 Valenzuela Forges Suite 949,East Kevinberg,MN,55833,2020-02-24,False,False,SMS,True
CUST1595,Sarah,Li,muellerjennifer@example.com,(401)244-6611,1984-05-26,Prefer not to say,026 Denise Motorway,Heathermouth,MN,55085,2023-06-21,True,False,Email,True
CUST1596,Sarah,White,hahnhayley@example.org,368-779-7656x08208,1997-11-01,Male,6961 Jason Orchard,East Williamchester,MN,55300,2022-01-14,False,True,None,True
CUST1597,Scott,Craig,harmonshari@example.net,001-929-662-4290,1992-09-29,Male,884 Jack Branch Apt. 360,Port Randall,MN,55052,2022-01-01,True,True,Email,True
CUST1598,Jennifer,Jones,jonathan66@example.net,592.999.5268x4687,2004-07-17,Male,298 Angel Well,Christineville,MN,56332,2023-06-08,True,True,Email,False
CUST1599,Eric,Thomas,lisa07@example.com,6672459448,1964-09-22,Female,170 David Trail,Stephaniemouth,MN,55323,2022-04-29,True,False,SMS,True
CUST1600,Timothy,Smith,bperez@example.net,3436583497,1983-02-22,Other,9128 Kent Fields,Smithside,MN,56187,2024-05-18,True,True,SMS,False
CUST1601,Christopher,Liu,ann21@example.com,(213)784-1466x1422,1954-07-07,Male,479 Latoya Landing,Michealstad,MN,55637,2023-12-19,True,True,Email,True
CUST1602,Sherri,Swanson,audreymoore@example.com,(459)443-0083,1959-05-21,Male,9664 Smith Dam,West Crystal,MN,56666,2019-11-20,True,True,SMS,True
CUST1603,Carolyn,Mitchell,qknox@example.org,001-251-341-9433x4599,1964-03-03,Female,32222 Andrew Run,Aguilarberg,MN,55781,2021-05-29,False,False,SMS,True
CUST1604,James,Coffey,sdavis@example.org,984.916.2988x374,1975-03-17,Female,92616 Julia Street Apt. 343,Mariafort,MN,56423,2020-04-12,True,False,SMS,False
CUST1605,Jose,Norris,tmiller@example.org,987.212.8063x6593,1982-09-10,Female,33301 Sherman Estate Suite 336,Christineville,MN,55242,2022-07-07,True,True,SMS,True
CUST1606,Nicholas,Osborne,wskinner@example.net,+1-794-962-3580x030,1984-06-26,Other,13724 Rivera Light Apt. 978,Jeffreymouth,MN,56173,2021-11-18,True,True,Email,False
CUST1607,Kelly,Hicks,ferrellangela@example.com,001-794-554-9750x624,1994-07-08,Male,93809 Tara Flat,Lake David,MN,56384,2020-12-09,True,False,None,True
CUST1608,David,Wallace,hoffmanvalerie@example.net,897.656.8398,1995-08-01,Prefer not to say,537 Stone Inlet,Hendersonstad,MN,56008,2020-11-24,True,True,Email,True
CUST1609,Sheryl,Anderson,ithompson@example.com,+1-987-365-2627x32442,1978-12-27,Other,3752 Henderson Knolls Suite 926,West Travisport,MN,55714,2019-11-29,True,True,Email,False
CUST1610,Crystal,Hoffman,moralesjacob@example.com,001-903-407-4516x4028,1995-10-23,Prefer not to say,510 Glenn Burg Suite 934,South Erinhaven,MN,56576,2020-02-03,True,True,None,True
CUST1611,Rachel,Lawrence,george47@example.org,232.492.9918,1986-05-21,Male,418 Hill Squares,West Dwayne,MN,55229,2022-07-02,False,True,SMS,False
CUST1612,Gary,Whitney,powellmark@example.com,976.758.7308x761,1995-01-22,Other,75046 Leslie Camp,Willieport,MN,55108,2021-11-17,False,False,Email,True
CUST1613,James,Rogers,sarahprice@example.com,(911)672-9931,1973-07-02,Prefer not to say,953 Bailey Path Suite 724,Batesview,MN,55087,2024-04-29,True,False,SMS,True
CUST1614,Jeffrey,Thompson,slopez@example.net,(438)775-7409,1982-07-24,Female,722 Victor Trafficway Suite 695,Montgomeryside,MN,55867,2023-09-23,True,True,Email,True
CUST1615,Randy,Mann,penningtonlynn@example.net,821-832-0819,1958-09-18,Prefer not to say,1296 Kim Corner,Port Danielleside,MN,56618,2021-05-24,False,True,SMS,True
CUST1616,Juan,Smith,derek29@example.org,4738781063,1974-07-19,Male,12439 Brooks Crossing Suite 257,East Shannonview,MN,55452,2021-10-02,True,False,SMS,True
CUST1617,Kenneth,Schroeder,evansjessica@example.org,+1-832-969-7486x60886,1991-01-29,Female,25493 George Locks Apt. 377,Josechester,MN,56732,2021-09-22,False,True,Email,True
CUST1618,Manuel,Harris,qmiller@example.org,(934)704-6865,1957-02-14,Male,0171 Howard Light Apt. 245,Scotttown,MN,55407,2024-05-18,False,False,SMS,True
CUST1619,Timothy,Crawford,desireecarroll@example.com,2272735324,1975-06-11,Female,808 Davis Path,Brownstad,MN,56570,2023-01-28,True,False,Email,True
CUST1620,Dawn,Chen,kaitlingibbs@example.org,619-950-0308,1977-09-26,Prefer not to say,9244 Madison Mountain,Griffinport,MN,56050,2023-12-10,True,False,SMS,True
CUST1621,Michelle,Shah,max43@example.net,730.636.8188,1996-03-24,Male,4743 Mcguire Islands Suite 376,Martinezview,MN,56650,2022-05-05,True,False,Email,True
CUST1622,Beth,Alvarez,curtisstephen@example.com,852.647.3521x297,2005-12-30,Prefer not to say,303 Flores Forge,Foxburgh,MN,55898,2023-07-02,True,False,Email,False
CUST1623,Cassie,Martin,whiteheadtonya@example.net,351.679.1769x731,1970-01-19,Female,480 William Crossing,Angelaberg,MN,56604,2022-08-30,False,True,None,True
CUST1624,Harry,Morgan,lindsay90@example.net,001-564-819-4568x681,1956-11-10,Other,49140 Wendy Neck,Bruceshire,MN,56231,2021-10-01,False,True,None,False
CUST1625,Jerry,Bryant,melissa06@example.net,766-722-1747x0002,1982-09-20,Male,6634 Elaine Land Suite 302,South Danielleburgh,MN,55414,2020-06-06,False,True,SMS,True
CUST1626,Amanda,Hall,sgarcia@example.org,682.945.3154x59589,1986-10-22,Female,9737 Nelson Glen,South Wendyville,MN,56025,2022-11-14,True,True,SMS,True
CUST1627,Jessica,Peterson,qporter@example.org,7302865310,1964-12-21,Other,9621 Garrett Flats Apt. 891,Rossside,MN,55835,2023-08-23,True,True,SMS,False
CUST1628,Joshua,Baker,barbara98@example.net,+1-975-642-3767,1972-09-23,Female,4571 Lane Lights,Port Victoria,MN,55258,2023-10-06,False,False,Email,True
CUST1629,Mark,Rogers,brennankrista@example.org,4816681136,1954-11-26,Female,5521 Smith Knoll,East Joseph,MN,56500,2023-04-01,True,True,None,True
CUST1630,Gregory,Jones,brian50@example.com,001-956-267-2354x2998,1996-08-12,Other,24052 Martin Fields,Lake Kimberlyfurt,MN,55624,2024-02-16,False,False,None,True
CUST1631,Lisa,Caldwell,whitelaura@example.org,419.531.6035,1956-04-20,Female,30607 Tanner Forges,West Kevinmouth,MN,55046,2019-12-20,True,True,Email,False
CUST1632,Erin,Gordon,moorejeffrey@example.com,574.214.0039x54289,1993-07-06,Female,657 James Parks,North Kathleen,MN,55506,2023-04-04,True,False,Email,True
CUST1633,Anthony,Robinson,ttate@example.net,8456109506,1973-01-03,Female,4744 Samuel Field Apt. 985,North Craigville,MN,55706,2021-08-14,False,False,SMS,True
CUST1634,John,Parker,robertmiller@example.org,+1-765-432-5420x23923,1979-10-21,Other,13634 Carlos Ramp Suite 898,Sullivanborough,MN,56119,2022-02-21,True,True,SMS,False
CUST1635,Richard,Johnson,wolson@example.com,+1-404-668-0063x77016,1993-11-09,Prefer not to say,82121 Gary Valley,New Shelly,MN,56393,2019-07-27,True,True,None,True
CUST1636,Ashley,Taylor,kmullen@example.net,+1-735-737-1418x13470,1961-10-07,Other,518 Wilkins Mall Apt. 808,North Victoria,MN,55872,2020-09-29,True,True,SMS,True
CUST1637,Emma,Zimmerman,riveracharles@example.com,805.592.8556x010,1955-05-27,Other,770 Stuart Junction,Port Jessica,MN,55621,2023-01-17,True,True,Email,True
CUST1638,Jenny,Simmons,heathjose@example.net,2745837850,1963-07-18,Female,9855 Sherri Ranch,Port Christopher,MN,55195,2024-02-02,False,True,None,False
CUST1639,John,Carter,john69@example.com,+1-497-685-6039,1953-07-30,Male,028 Rachel Lights,Suzanneshire,MN,55809,2019-08-31,False,True,SMS,True
CUST1640,Brianna,Bates,brian47@example.com,001-791-481-1926,1969-07-10,Male,641 Karen Glens,South Wesley,MN,56480,2023-11-06,True,False,Email,True
CUST1641,Lauren,Sullivan,josephmaldonado@example.net,317-678-0304,1959-05-02,Male,5376 Brian Tunnel,Craigville,MN,56216,2019-11-19,True,True,None,True
CUST1642,Kari,Ramirez,dianamontgomery@example.org,529.783.0351,1964-11-02,Other,1438 Vincent Branch Suite 758,Charlesberg,MN,55629,2020-04-09,True,False,None,True
CUST1643,Lisa,Wells,ujohnson@example.com,838-491-0739x53097,1998-09-09,Other,6099 Roy Village Apt. 800,Lake Danielle,MN,55756,2019-09-05,True,True,Email,True
CUST1644,Roberta,Clark,ndavila@example.com,953-877-9622x4461,1990-01-13,Other,97890 David Mission,Castromouth,MN,55467,2023-02-25,True,False,None,True
CUST1645,Ryan,Perez,wcook@example.com,(954)281-6693x35220,1995-04-04,Female,33609 Davidson Run Apt. 178,Port Stephen,MN,55963,2020-09-18,True,False,None,True
CUST1646,Kyle,Rocha,robertberry@example.net,682.394.5876,1965-08-21,Female,95134 Tran Mountain,South Jessica,MN,55811,2019-08-13,True,False,SMS,True
CUST1647,Meagan,Schmidt,jamesreynolds@example.com,251.815.9781x61289,1981-07-09,Female,630 Valdez Field,Davidview,MN,56678,2022-12-27,True,True,SMS,False
CUST1648,Jennifer,Bennett,roykevin@example.net,001-850-926-1936x75855,1983-05-24,Female,544 Spence Light Apt. 803,Rachelshire,MN,55568,2023-06-20,True,True,SMS,True
CUST1649,Emma,Cox,ibarrajohn@example.net,(974)896-0495,1992-03-30,Other,438 Foster Burg,Torresmouth,MN,55887,2023-02-04,True,True,Email,True
CUST1650,Gary,Torres,shortsteven@example.net,+1-344-660-6819x59547,1956-02-09,Male,5146 Brianna Club Apt. 208,West Jasonview,MN,55613,2021-08-22,True,True,Email,False
CUST1651,Angela,Harrison,droberts@example.com,+1-649-460-8548x428,1993-10-13,Male,5376 Hernandez Manor,Port Thomas,MN,56135,2022-09-11,True,True,SMS,False
CUST1652,Eileen,Dawson,joebraun@example.org,(444)325-8688,1983-01-17,Prefer not to say,226 Carter Highway,Jillberg,MN,55269,2023-05-14,True,True,None,True
CUST1653,Robert,Fields,zparks@example.net,+1-902-754-2113,1958-11-05,Other,2469 Michael Drive,Kennethmouth,MN,56219,2022-06-09,True,False,Email,True
CUST1654,Sarah,Stephenson,walterdennis@example.org,+1-247-253-2127x134,2005-06-27,Prefer not to say,680 Baxter Valleys,Port Steventon,MN,56381,2024-05-22,True,True,None,False
CUST1655,Brian,Lucero,sarah41@example.com,001-790-250-4880x7330,1975-10-07,Female,09272 Thomas Track Suite 554,Seantown,MN,55418,2023-05-22,True,True,SMS,False
CUST1656,Kevin,Moody,steven15@example.org,001-455-952-8892x856,2000-10-03,Prefer not to say,744 Phillips Circle,Lake Grant,MN,55695,2020-09-22,False,True,None,False
CUST1657,Keith,Cook,yhall@example.com,371-452-2170x90321,1968-07-02,Prefer not to say,30629 Kevin Avenue,Figueroafurt,MN,55457,2023-11-14,True,False,Email,True
CUST1658,Timothy,Harrison,wilsoncarla@example.net,678-800-2509x998,1983-03-12,Prefer not to say,22964 Griffin Squares Suite 597,Colinfort,MN,55620,2022-11-25,True,False,None,True
CUST1659,Kimberly,Porter,bradleylynn@example.net,636-330-8609x62670,1953-09-03,Female,08178 Perkins Corners,South Kenneth,MN,55395,2021-12-22,True,True,None,True
CUST1660,Marissa,Flores,tiffanycarter@example.org,614-827-6383,1992-03-13,Other,1572 Lynn Trace,Myersland,MN,55298,2023-11-03,True,False,SMS,True
CUST1661,Jacqueline,Hernandez,zadams@example.com,307.817.9455,1962-09-24,Other,7461 Sarah Station,West Brentside,MN,56562,2020-12-15,True,True,None,False
CUST1662,Jessica,Boyd,bwilliams@example.com,710-229-9494x47310,1986-09-27,Prefer not to say,7274 Reese Village,Oconnorberg,MN,55606,2021-07-18,False,True,SMS,False
CUST1663,Elizabeth,Robinson,evelynhodge@example.org,+1-764-744-2452x57533,1972-07-19,Male,851 Patel Square,Banksmouth,MN,56214,2020-05-26,False,True,None,True
CUST1664,Joel,Pacheco,jonesjames@example.com,300-313-6281x7253,2004-10-25,Other,904 Lynch Turnpike,Adamsfort,MN,55355,2023-06-02,True,False,None,True
CUST1665,Jason,Crawford,logancody@example.net,7287562009,1993-10-15,Female,038 Mccarty Path,Rossmouth,MN,56148,2022-05-18,True,False,SMS,True
